Date,GDP_Growth_Rate,Inflation_Rate,NASDAQ_Close,NASDAQ_Volume,Revenue,EPS,FCF,MSFT_Volume,MSFT_Close
2021-02-14,1.542791999,1.676215,14095.4697265625,7416940000.0,37154000000.0,1.84,22770000000.0,16561100.0,239.06686401367188
2021-02-15,1.542791999,1.676215,14095.4697265625,7416940000.0,37154000000.0,1.84,22770000000.0,16561100.0,239.06686401367188
2021-02-16,1.542791999,1.676215,14047.5,7722100000.0,37154000000.0,1.84,22770000000.0,26728500.0,237.80804443359375
2021-02-17,1.542791999,1.676215,13965.490234375,7280500000.0,37154000000.0,1.84,22770000000.0,21653500.0,238.84478759765625
2021-02-18,1.542791999,1.676215,13865.3603515625,6499420000.0,37154000000.0,1.84,22770000000.0,16925600.0,238.4438018798828
2021-02-19,1.542791999,1.676215,13874.4599609375,6737820000.0,37154000000.0,1.84,22770000000.0,25262600.0,235.6856231689453
2021-02-20,1.542791999,1.676215,13874.4599609375,6737820000.0,37154000000.0,1.84,22770000000.0,25262600.0,235.6856231689453
2021-02-21,1.542791999,1.676215,13874.4599609375,6737820000.0,37154000000.0,1.84,22770000000.0,25262600.0,235.6856231689453
2021-02-22,1.542791999,1.676215,13533.0498046875,6483740000.0,37154000000.0,1.84,22770000000.0,36446900.0,229.36729431152344
2021-02-23,1.542791999,1.676215,13465.2001953125,7516510000.0,37154000000.0,1.84,22770000000.0,30228700.0,228.1544952392578
2021-02-24,1.542791999,1.676215,13597.9697265625,5886230000.0,37154000000.0,1.84,22770000000.0,26339700.0,229.40640258789062
2021-02-25,1.542791999,1.676215,13119.4296875,6390380000.0,37154000000.0,1.84,22770000000.0,39542200.0,223.96835327148438
2021-02-26,1.542791999,1.676215,13192.349609375,5906110000.0,37154000000.0,1.84,22770000000.0,37819200.0,227.28399658203125
2021-02-27,1.542791999,1.676215,13192.349609375,5906110000.0,37154000000.0,1.84,22770000000.0,37819200.0,227.28399658203125
2021-02-28,1.542791999,1.676215,13192.349609375,5906110000.0,37154000000.0,1.84,22770000000.0,37819200.0,227.28399658203125
2021-03-01,1.542791999,2.619762,13588.830078125,5079530000.0,37154000000.0,1.84,22770000000.0,25324000.0,231.7440185546875
2021-03-02,1.542791999,2.619762,13358.7900390625,4948140000.0,37154000000.0,1.84,22770000000.0,22812500.0,228.7413330078125
2021-03-03,1.542791999,2.619762,12997.75,5529980000.0,37154000000.0,1.84,22770000000.0,34029500.0,222.56971740722656
2021-03-04,1.542791999,2.619762,12723.4697265625,7864380000.0,37154000000.0,1.84,22770000000.0,44727800.0,221.75787353515625
2021-03-05,1.542791999,2.619762,12920.150390625,7725200000.0,37154000000.0,1.84,22770000000.0,41872800.0,226.52113342285156
2021-03-06,1.542791999,2.619762,12920.150390625,7725200000.0,37154000000.0,1.84,22770000000.0,41872800.0,226.52113342285156
2021-03-07,1.542791999,2.619762,12920.150390625,7725200000.0,37154000000.0,1.84,22770000000.0,41872800.0,226.52113342285156
2021-03-08,1.542791999,2.619762,12609.16015625,6010230000.0,37154000000.0,1.84,22770000000.0,35267400.0,222.40342712402344
2021-03-09,1.542791999,2.619762,13073.8203125,6345560000.0,37154000000.0,1.84,22770000000.0,33080500.0,228.65328979492188
2021-03-10,1.542791999,2.619762,13068.830078125,6023880000.0,37154000000.0,1.84,22770000000.0,29746800.0,227.32313537597656
2021-03-11,1.542791999,2.619762,13398.669921875,6008850000.0,37154000000.0,1.84,22770000000.0,29907600.0,231.92984008789062
2021-03-12,1.542791999,2.619762,13319.8603515625,5497210000.0,37154000000.0,1.84,22770000000.0,22653700.0,230.58010864257812
2021-03-13,1.542791999,2.619762,13319.8603515625,5497210000.0,37154000000.0,1.84,22770000000.0,22653700.0,230.58010864257812
2021-03-14,1.542791999,2.619762,13319.8603515625,5497210000.0,37154000000.0,1.84,22770000000.0,22653700.0,230.58010864257812
2021-03-15,1.542791999,2.619762,13459.7099609375,5972370000.0,37154000000.0,1.84,22770000000.0,26034900.0,229.6607208251953
2021-03-16,1.542791999,2.619762,13471.5703125,5493890000.0,37154000000.0,1.84,22770000000.0,28092200.0,232.49713134765625
2021-03-17,1.542791999,2.619762,13525.2001953125,5536110000.0,37154000000.0,1.84,22770000000.0,29562100.0,231.84182739257812
2021-03-18,1.542791999,2.619762,13116.169921875,5739720000.0,37154000000.0,1.84,22770000000.0,34833000.0,225.660400390625
2021-03-19,1.542791999,2.619762,13215.240234375,7630590000.0,37154000000.0,1.84,22770000000.0,46430700.0,225.29852294921875
2021-03-20,1.542791999,2.619762,13215.240234375,7630590000.0,37154000000.0,1.84,22770000000.0,46430700.0,225.29852294921875
2021-03-21,1.542791999,2.619762,13215.240234375,7630590000.0,37154000000.0,1.84,22770000000.0,46430700.0,225.29852294921875
2021-03-22,1.542791999,2.619762,13377.5400390625,5321760000.0,37154000000.0,1.84,22770000000.0,30127000.0,230.8148651123047
2021-03-23,1.542791999,2.619762,13227.7001953125,5675010000.0,37154000000.0,1.84,22770000000.0,31638400.0,232.36996459960938
2021-03-24,1.542791999,2.619762,12961.8896484375,6248650000.0,37154000000.0,1.84,22770000000.0,25620100.0,230.29644775390625
2021-03-25,1.542791999,2.619762,12977.6796875,5634290000.0,37154000000.0,1.84,22770000000.0,34061900.0,227.244873046875
2021-03-26,1.542791999,2.619762,13138.73046875,5224360000.0,37154000000.0,1.84,22770000000.0,25479900.0,231.29408264160156
2021-03-27,1.542791999,2.619762,13138.73046875,5224360000.0,37154000000.0,1.84,22770000000.0,25479900.0,231.29408264160156
2021-03-28,1.542791999,2.619762,13138.73046875,5224360000.0,37154000000.0,1.84,22770000000.0,25479900.0,231.29408264160156
2021-03-29,1.542791999,2.619762,13059.650390625,4965090000.0,37154000000.0,1.84,22770000000.0,25227500.0,230.081298828125
2021-03-30,1.542791999,2.619762,13045.3896484375,4721950000.0,37154000000.0,1.84,22770000000.0,24792000.0,226.76560974121094
2021-03-31,1.542791999,2.619762,13246.8701171875,5004720000.0,37154000000.0,1.84,39860000000.0,43623500.0,230.59967041015625
2021-04-01,1.707015905,4.159695,13480.1103515625,4576480000.0,43076000000.0,2.05,39860000000.0,30338000.0,237.03536987304688
2021-04-02,1.707015905,4.159695,13480.1103515625,4576480000.0,43076000000.0,2.05,39860000000.0,30338000.0,237.03536987304688
2021-04-03,1.707015905,4.159695,13480.1103515625,4576480000.0,43076000000.0,2.05,39860000000.0,30338000.0,237.03536987304688
2021-04-04,1.707015905,4.159695,13480.1103515625,4576480000.0,43076000000.0,2.05,39860000000.0,30338000.0,237.03536987304688
2021-04-05,1.707015905,4.159695,13705.58984375,4459000000.0,43076000000.0,2.05,39860000000.0,36910600.0,243.60801696777344
2021-04-06,1.707015905,4.159695,13698.3798828125,4073710000.0,43076000000.0,2.05,39860000000.0,22931900.0,242.42454528808594
2021-04-07,1.707015905,4.159695,13688.83984375,4098740000.0,43076000000.0,2.05,39860000000.0,22719800.0,244.4197998046875
2021-04-08,1.707015905,4.159695,13829.3095703125,4153600000.0,43076000000.0,2.05,39860000000.0,23625200.0,247.69635009765625
2021-04-09,1.707015905,4.159695,13900.1904296875,3926110000.0,43076000000.0,2.05,39860000000.0,24326800.0,250.2393341064453
2021-04-10,1.707015905,4.159695,13900.1904296875,3926110000.0,43076000000.0,2.05,39860000000.0,24326800.0,250.2393341064453
2021-04-11,1.707015905,4.159695,13900.1904296875,3926110000.0,43076000000.0,2.05,39860000000.0,24326800.0,250.2393341064453
2021-04-12,1.707015905,4.159695,13850.0,4250900000.0,43076000000.0,2.05,39860000000.0,27148700.0,250.29800415039062
2021-04-13,1.707015905,4.159695,13996.099609375,4219360000.0,43076000000.0,2.05,39860000000.0,23837500.0,252.82142639160156
2021-04-14,1.707015905,4.159695,13857.83984375,4120770000.0,43076000000.0,2.05,39860000000.0,23070900.0,249.98500061035156
2021-04-15,1.707015905,4.159695,14038.759765625,4406880000.0,43076000000.0,2.05,39860000000.0,25627500.0,253.80931091308594
2021-04-16,1.707015905,4.159695,14052.33984375,4427780000.0,43076000000.0,2.05,39860000000.0,24878600.0,255.0220489501953
2021-04-17,1.707015905,4.159695,14052.33984375,4427780000.0,43076000000.0,2.05,39860000000.0,24878600.0,255.0220489501953
2021-04-18,1.707015905,4.159695,14052.33984375,4427780000.0,43076000000.0,2.05,39860000000.0,24878600.0,255.0220489501953
2021-04-19,1.707015905,4.159695,13914.76953125,4379610000.0,43076000000.0,2.05,39860000000.0,23209300.0,253.06593322753906
2021-04-20,1.707015905,4.159695,13786.26953125,4245120000.0,43076000000.0,2.05,39860000000.0,19722900.0,252.59646606445312
2021-04-21,1.707015905,4.159695,13950.2197265625,3999620000.0,43076000000.0,2.05,39860000000.0,24030400.0,254.8656005859375
2021-04-22,1.707015905,4.159695,13818.41015625,4420820000.0,43076000000.0,2.05,39860000000.0,25606200.0,251.5303955078125
2021-04-23,1.707015905,4.159695,14016.8095703125,4355100000.0,43076000000.0,2.05,39860000000.0,21462600.0,255.42312622070312
2021-04-24,1.707015905,4.159695,14016.8095703125,4355100000.0,43076000000.0,2.05,39860000000.0,21462600.0,255.42312622070312
2021-04-25,1.707015905,4.159695,14016.8095703125,4355100000.0,43076000000.0,2.05,39860000000.0,21462600.0,255.42312622070312
2021-04-26,1.707015905,4.159695,14138.7802734375,4506210000.0,43076000000.0,2.05,39860000000.0,19763300.0,255.8142852783203
2021-04-27,1.707015905,4.159695,14090.2197265625,4691460000.0,43076000000.0,2.05,39860000000.0,31014200.0,256.22509765625
2021-04-28,1.707015905,4.159695,14051.0302734375,4559710000.0,43076000000.0,2.05,39860000000.0,46903100.0,248.9775848388672
2021-04-29,1.707015905,4.159695,14082.5498046875,4928030000.0,43076000000.0,2.05,39860000000.0,40589000.0,246.97256469726562
2021-04-30,1.707015905,4.159695,13962.6796875,4792460000.0,43076000000.0,2.05,39860000000.0,30945100.0,246.64979553222656
2021-05-01,1.707015905,4.992707,13962.6796875,4792460000.0,43076000000.0,2.05,39860000000.0,30945100.0,246.64979553222656
2021-05-02,1.707015905,4.992707,13962.6796875,4792460000.0,43076000000.0,2.05,39860000000.0,30945100.0,246.64979553222656
2021-05-03,1.707015905,4.992707,13895.1201171875,4761430000.0,43076000000.0,2.05,39860000000.0,19626600.0,246.33680725097656
2021-05-04,1.707015905,4.992707,13633.5,5879730000.0,43076000000.0,2.05,39860000000.0,32756100.0,242.35606384277344
2021-05-05,1.707015905,4.992707,13582.419921875,4535690000.0,43076000000.0,2.05,39860000000.0,21901300.0,241.06500244140625
2021-05-06,1.707015905,4.992707,13632.83984375,5021400000.0,43076000000.0,2.05,39860000000.0,26491100.0,244.25352478027344
2021-05-07,1.707015905,4.992707,13752.240234375,4391100000.0,43076000000.0,2.05,39860000000.0,27032900.0,246.9236602783203
2021-05-08,1.707015905,4.992707,13752.240234375,4391100000.0,43076000000.0,2.05,39860000000.0,27032900.0,246.9236602783203
2021-05-09,1.707015905,4.992707,13752.240234375,4391100000.0,43076000000.0,2.05,39860000000.0,27032900.0,246.9236602783203
2021-05-10,1.707015905,4.992707,13401.8603515625,4818670000.0,43076000000.0,2.05,39860000000.0,29299900.0,241.75946044921875
2021-05-11,1.707015905,4.992707,13389.4296875,4738390000.0,43076000000.0,2.05,39860000000.0,33641600.0,240.830322265625
2021-05-12,1.707015905,4.992707,13031.6796875,4752930000.0,43076000000.0,2.05,39860000000.0,36684400.0,233.7588348388672
2021-05-13,1.707015905,4.992707,13124.990234375,4698110000.0,43076000000.0,2.05,39860000000.0,29624300.0,237.70045471191406
2021-05-14,1.707015905,4.992707,13429.98046875,4022610000.0,43076000000.0,2.05,39860000000.0,23901100.0,242.7081756591797
2021-05-15,1.707015905,4.992707,13429.98046875,4022610000.0,43076000000.0,2.05,39860000000.0,23901100.0,242.7081756591797
2021-05-16,1.707015905,4.992707,13429.98046875,4022610000.0,43076000000.0,2.05,39860000000.0,23901100.0,242.7081756591797
2021-05-17,1.707015905,4.992707,13379.0498046875,3997780000.0,43076000000.0,2.05,39860000000.0,24970200.0,239.80331420898438
2021-05-18,1.707015905,4.992707,13303.6396484375,4301300000.0,43076000000.0,2.05,39860000000.0,20168000.0,237.7493438720703
2021-05-19,1.707015905,4.992707,13299.740234375,4333520000.0,43076000000.0,2.05,39860000000.0,25739800.0,238.33753967285156
2021-05-20,1.707015905,4.992707,13535.740234375,3990760000.0,43076000000.0,2.05,39860000000.0,21800700.0,241.6314697265625
2021-05-21,1.707015905,4.992707,13470.990234375,3733940000.0,43076000000.0,2.05,39860000000.0,21863100.0,240.34719848632812
2021-05-22,1.707015905,4.992707,13470.990234375,3733940000.0,43076000000.0,2.05,39860000000.0,21863100.0,240.34719848632812
2021-05-23,1.707015905,4.992707,13470.990234375,3733940000.0,43076000000.0,2.05,39860000000.0,21863100.0,240.34719848632812
2021-05-24,1.707015905,4.992707,13661.169921875,3509470000.0,43076000000.0,2.05,39860000000.0,21411500.0,245.84689331054688
2021-05-25,1.707015905,4.992707,13657.169921875,4128990000.0,43076000000.0,2.05,39860000000.0,17704300.0,246.76840209960938
2021-05-26,1.707015905,4.992707,13738.0,4264500000.0,43076000000.0,2.05,39860000000.0,17771600.0,246.5429229736328
2021-05-27,1.707015905,4.992707,13736.2802734375,5087180000.0,43076000000.0,2.05,39860000000.0,24426200.0,244.40579223632812
2021-05-28,1.707015905,4.992707,13748.740234375,4447940000.0,43076000000.0,2.05,39860000000.0,18270200.0,244.76849365234375
2021-05-29,1.707015905,4.992707,13748.740234375,4447940000.0,43076000000.0,2.05,39860000000.0,18270200.0,244.76849365234375
2021-05-30,1.707015905,4.992707,13748.740234375,4447940000.0,43076000000.0,2.05,39860000000.0,18270200.0,244.76849365234375
2021-05-31,1.707015905,4.992707,13748.740234375,4447940000.0,43076000000.0,2.05,39860000000.0,18270200.0,244.76849365234375
2021-06-01,1.707015905,5.391451,13736.48046875,4186280000.0,43076000000.0,2.05,39860000000.0,23213300.0,242.53335571289062
2021-06-02,1.707015905,5.391451,13756.330078125,5097630000.0,43076000000.0,2.05,39860000000.0,19406700.0,242.43536376953125
2021-06-03,1.707015905,5.391451,13614.509765625,5396250000.0,43076000000.0,2.05,39860000000.0,25307700.0,240.87661743164062
2021-06-04,1.707015905,5.391451,13814.490234375,4360710000.0,43076000000.0,2.05,39860000000.0,25281100.0,245.85667419433594
2021-06-05,1.707015905,5.391451,13814.490234375,4360710000.0,43076000000.0,2.05,39860000000.0,25281100.0,245.85667419433594
2021-06-06,1.707015905,5.391451,13814.490234375,4360710000.0,43076000000.0,2.05,39860000000.0,25281100.0,245.85667419433594
2021-06-07,1.707015905,5.391451,13881.7197265625,4639210000.0,43076000000.0,2.05,39860000000.0,23079200.0,248.81729125976562
2021-06-08,1.707015905,5.391451,13924.91015625,5958410000.0,43076000000.0,2.05,39860000000.0,22455000.0,247.60166931152344
2021-06-09,1.707015905,5.391451,13911.75,5640490000.0,43076000000.0,2.05,39860000000.0,17937600.0,248.6016082763672
2021-06-10,1.707015905,5.391451,14020.330078125,4919880000.0,43076000000.0,2.05,39860000000.0,24563600.0,252.17982482910156
2021-06-11,1.707015905,5.391451,14069.419921875,4157580000.0,43076000000.0,2.05,39860000000.0,18999700.0,252.81704711914062
2021-06-12,1.707015905,5.391451,14069.419921875,4157580000.0,43076000000.0,2.05,39860000000.0,18999700.0,252.81704711914062
2021-06-13,1.707015905,5.391451,14069.419921875,4157580000.0,43076000000.0,2.05,39860000000.0,18999700.0,252.81704711914062
2021-06-14,1.707015905,5.391451,14174.1396484375,4415160000.0,43076000000.0,2.05,39860000000.0,19150500.0,254.77767944335938
2021-06-15,1.707015905,5.391451,14072.8603515625,4554580000.0,43076000000.0,2.05,39860000000.0,18038900.0,253.27774047851562
2021-06-16,1.707015905,5.391451,14039.6796875,4683030000.0,43076000000.0,2.05,39860000000.0,27220000.0,252.3170623779297
2021-06-17,1.707015905,5.391451,14161.349609375,4558280000.0,43076000000.0,2.05,39860000000.0,27565500.0,255.76779174804688
2021-06-18,1.707015905,5.391451,14030.3798828125,6126070000.0,43076000000.0,2.05,39860000000.0,37202200.0,254.3267059326172
2021-06-19,1.707015905,5.391451,14030.3798828125,6126070000.0,43076000000.0,2.05,39860000000.0,37202200.0,254.3267059326172
2021-06-20,1.707015905,5.391451,14030.3798828125,6126070000.0,43076000000.0,2.05,39860000000.0,37202200.0,254.3267059326172
2021-06-21,1.707015905,5.391451,14141.48046875,4562010000.0,43076000000.0,2.05,39860000000.0,26696100.0,257.4637451171875
2021-06-22,1.707015905,5.391451,14253.26953125,4433140000.0,43076000000.0,2.05,39860000000.0,24694100.0,260.28717041015625
2021-06-23,1.707015905,5.391451,14271.73046875,4417470000.0,43076000000.0,2.05,39860000000.0,19518700.0,260.05181884765625
2021-06-24,1.707015905,5.391451,14369.7099609375,4324620000.0,43076000000.0,2.05,39860000000.0,21446900.0,261.44390869140625
2021-06-25,1.707015905,5.391451,14360.3896484375,7468090000.0,43076000000.0,2.05,39860000000.0,25611100.0,259.80670166015625
2021-06-26,1.707015905,5.391451,14360.3896484375,7468090000.0,43076000000.0,2.05,39860000000.0,25611100.0,259.80670166015625
2021-06-27,1.707015905,5.391451,14360.3896484375,7468090000.0,43076000000.0,2.05,39860000000.0,25611100.0,259.80670166015625
2021-06-28,1.707015905,5.391451,14500.509765625,4283000000.0,43076000000.0,2.05,39860000000.0,19590000.0,263.4339599609375
2021-06-29,1.707015905,5.391451,14528.330078125,4901300000.0,43076000000.0,2.05,39860000000.0,19937800.0,266.061279296875
2021-06-30,1.707015905,5.391451,14503.9501953125,5293810000.0,43076000000.0,2.05,56118000000.0,21656500.0,265.571044921875
2021-07-01,0.656694491,5.365475,14522.3798828125,4410470000.0,41706000000.0,2.05,56118000000.0,16725300.0,266.25726318359375
2021-07-02,0.656694491,5.365475,14639.330078125,3751420000.0,41706000000.0,2.05,56118000000.0,26458000.0,272.18829345703125
2021-07-03,0.656694491,5.365475,14639.330078125,3751420000.0,41706000000.0,2.05,56118000000.0,26458000.0,272.18829345703125
2021-07-04,0.656694491,5.365475,14639.330078125,3751420000.0,41706000000.0,2.05,56118000000.0,26458000.0,272.18829345703125
2021-07-05,0.656694491,5.365475,14639.330078125,3751420000.0,41706000000.0,2.05,56118000000.0,26458000.0,272.18829345703125
2021-07-06,0.656694491,5.365475,14663.6396484375,4489540000.0,41706000000.0,2.05,56118000000.0,31565600.0,272.1980895996094
2021-07-07,0.656694491,5.365475,14665.0595703125,4605630000.0,41706000000.0,2.05,56118000000.0,23260000.0,274.4234619140625
2021-07-08,0.656694491,5.365475,14559.7802734375,4575010000.0,41706000000.0,2.05,56118000000.0,24618600.0,271.96282958984375
2021-07-09,0.656694491,5.365475,14701.919921875,3826500000.0,41706000000.0,2.05,56118000000.0,23916700.0,272.47259521484375
2021-07-10,0.656694491,5.365475,14701.919921875,3826500000.0,41706000000.0,2.05,56118000000.0,23916700.0,272.47259521484375
2021-07-11,0.656694491,5.365475,14701.919921875,3826500000.0,41706000000.0,2.05,56118000000.0,23916700.0,272.47259521484375
2021-07-12,0.656694491,5.365475,14733.240234375,3897090000.0,41706000000.0,2.05,56118000000.0,18931700.0,271.8648376464844
2021-07-13,0.656694491,5.365475,14677.650390625,4583460000.0,41706000000.0,2.05,56118000000.0,26120100.0,275.4527893066406
2021-07-14,0.656694491,5.365475,14644.9501953125,4496220000.0,41706000000.0,2.05,56118000000.0,23113700.0,276.95269775390625
2021-07-15,0.656694491,5.365475,14543.1298828125,4512550000.0,41706000000.0,2.05,56118000000.0,22604200.0,275.5018615722656
2021-07-16,0.656694491,5.365475,14427.240234375,4069530000.0,41706000000.0,2.05,56118000000.0,26186800.0,275.227294921875
2021-07-17,0.656694491,5.365475,14427.240234375,4069530000.0,41706000000.0,2.05,56118000000.0,26186800.0,275.227294921875
2021-07-18,0.656694491,5.365475,14427.240234375,4069530000.0,41706000000.0,2.05,56118000000.0,26186800.0,275.227294921875
2021-07-19,0.656694491,5.365475,14274.98046875,4537130000.0,41706000000.0,2.05,56118000000.0,32935600.0,271.5608825683594
2021-07-20,0.656694491,5.365475,14498.8798828125,4652450000.0,41706000000.0,2.05,56118000000.0,26259700.0,273.8254089355469
2021-07-21,0.656694491,5.365475,14631.9501953125,4098520000.0,41706000000.0,2.05,56118000000.0,24364300.0,275.8645324707031
2021-07-22,0.656694491,5.365475,14684.599609375,3597540000.0,41706000000.0,2.05,56118000000.0,23384100.0,280.5113525390625
2021-07-23,0.656694491,5.365475,14836.990234375,3997250000.0,41706000000.0,2.05,56118000000.0,22768100.0,283.9718933105469
2021-07-24,0.656694491,5.365475,14836.990234375,3997250000.0,41706000000.0,2.05,56118000000.0,22768100.0,283.9718933105469
2021-07-25,0.656694491,5.365475,14836.990234375,3997250000.0,41706000000.0,2.05,56118000000.0,22768100.0,283.9718933105469
2021-07-26,0.656694491,5.365475,14840.7099609375,4437090000.0,41706000000.0,2.05,56118000000.0,23176100.0,283.36407470703125
2021-07-27,0.656694491,5.365475,14660.580078125,4329230000.0,41706000000.0,2.05,56118000000.0,33604100.0,280.9034423828125
2021-07-28,0.656694491,5.365475,14762.580078125,4268210000.0,41706000000.0,2.05,56118000000.0,33566900.0,280.5897216796875
2021-07-29,0.656694491,5.365475,14778.259765625,3928640000.0,41706000000.0,2.05,56118000000.0,18168300.0,280.8641662597656
2021-07-30,0.656694491,5.365475,14672.6796875,3645050000.0,41706000000.0,2.05,56118000000.0,20944800.0,279.3055114746094
2021-07-31,0.656694491,5.365475,14672.6796875,3645050000.0,41706000000.0,2.05,56118000000.0,20944800.0,279.3055114746094
2021-08-01,0.656694491,5.251272,14672.6796875,3645050000.0,41706000000.0,2.05,56118000000.0,20944800.0,279.3055114746094
2021-08-02,0.656694491,5.251272,14681.0703125,3746130000.0,41706000000.0,2.05,56118000000.0,16267400.0,279.2173156738281
2021-08-03,0.656694491,5.251272,14761.2900390625,4141370000.0,41706000000.0,2.05,56118000000.0,17879000.0,281.4720458984375
